objectnumber,totaluniquepageviews,culture,imagepermissionlevel,rank,dated,id,title,url
1.1965.1277,5,Greek,0,1745,400 BCE-350 BCE,186902,Drachm of Apollonia Pontika,https://www.harvardartmuseums.org/collections/object/186902
BRLF.119.24,1,American,1,168861,late 1930s-1940s,43830,[Connecticut],https://www.harvardartmuseums.org/collections/object/43830
BR63.910,3,German,1,155405,2/26/1911,164541,Untitled [Houses],https://www.harvardartmuseums.org/collections/object/164541
4.2002.5639,0,American,0,24813,c. 1940,136732,Untitled (men and women seated in a large theater),https://www.harvardartmuseums.org/collections/object/136732
R2297,10,Dutch,0,246325,17th century,245667,Man and Woman Carrying Baskets,https://www.harvardartmuseums.org/collections/object/245667
M23730.3.25,2,French,0,225784,1798,196806,Sepulchre of the Kings of Juda.--Exterior View.,https://www.harvardartmuseums.org/collections/object/196806
P1995.243.4,0,French,1,241025,c. 1960,283101,Untitled (nature abstraction),https://www.harvardartmuseums.org/collections/object/283101
1.1965.2515,3,Greek,0,2982,499 BCE-470 BCE,148854,"Stater of Cyprus, Uncertain Mint",https://www.harvardartmuseums.org/collections/object/148854
4.2002.3594,2,American,1,22768,1937,137149,Untitled (exterior view of stone building),https://www.harvardartmuseums.org/collections/object/137149
4.2002.9056,0,American,0,28133,1940-1955,133223,Untitled (young boy posing with arms around his sister wearing pajamas in living room),https://www.harvardartmuseums.org/collections/object/133223
R5752,4,Flemish,0,249110,17th century,238838,Holy Family,https://www.harvardartmuseums.org/collections/object/238838
1977.216.2523,1,Roman,0,97680,,290707,Fragment of Arretine pottery,https://www.harvardartmuseums.org/collections/object/290707
BR63.2203,5,German,1,156699,9/9/1922,163573,Untitled [Raincloud above the Water],https://www.harvardartmuseums.org/collections/object/163573
4.2002.17196,0,American,0,36901,c. 1950,124941,Untitled (baby on blanket),https://www.harvardartmuseums.org/collections/object/124941
Straus.7753,0,,0,269312,,347246,"X-radiograph(s) of ""Madonna and Child""",https://www.harvardartmuseums.org/collections/object/347246
2002.50.129,47,Persian,0,122869,1562,146677,Episodes from the wedding of Zal and Rudaba,https://www.harvardartmuseums.org/collections/object/146677
1937.8.112,60,American,0,63921,c. 1906-1910,310502,"Head of Cellini's ""Perseus,"" Loggia dei Lanzi, Florence",https://www.harvardartmuseums.org/collections/object/310502
1995.1169.395,0,Korean,0,118279,,97036,Korean Sherd,https://www.harvardartmuseums.org/collections/object/97036
4.2002.10662,11,American,0,29767,1942,131607,Untitled (member standing next to grandfather clock in Mask and Wig Clubhouse),https://www.harvardartmuseums.org/collections/object/131607
2.2002.1628,111,"British, Scottish",0,5201,c. 1909,97221,The Edinburgh Stereoscopic Atlas of Anatomy (Section I: Cranio-Cerebral Topography and Central Nervous System),https://www.harvardartmuseums.org/collections/object/97221
P1982.329.16,39,Unidentified culture,0,239078,1860-1899,319043,"Untitled (unidentified woman seated with spinning wheel, labeled Gond woman spinning cotton)",https://www.harvardartmuseums.org/collections/object/319043
BRGA.35.103,3,German,0,162956,1929-1930,168970,"Competition Entry for Marie-von-Boschan- Aschrott Home of the Aged, Kassel, 1929-1930: Elevation",https://www.harvardartmuseums.org/collections/object/168970
BRGA.24.27,6,German,0,161902,1927,169344,"Total Theater for Erwin Piscator, Berlin, 1927: Balcony level plan, 1:200",https://www.harvardartmuseums.org/collections/object/169344
4.2002.1504,1,American,0,20606,early 1930s,140685,Untitled (gathering of adults seated and standing around room),https://www.harvardartmuseums.org/collections/object/140685
BRLF.1009.190,0,American,1,183382,1940s-1950s,9536,[Window],https://www.harvardartmuseums.org/collections/object/9536
4.2002.16008.2,0,American,0,35348,c. 1950,319640,Untitled (elderly women inside old house),https://www.harvardartmuseums.org/collections/object/319640
1997.69.1-2,4,Austrian,1,119247,1984,217883,Untitled (Diptych),https://www.harvardartmuseums.org/collections/object/217883
BRLF.1004.142,0,American,1,182179,1940s-1950s,10261,[House],https://www.harvardartmuseums.org/collections/object/10261
1964.97.5,6,American,1,86468,May 1924,310738,"Luz, Seated",https://www.harvardartmuseums.org/collections/object/310738
CW2001.1182,0,American,0,190008,c. 1974,145551,"Sculpture specification: xerox of file divider labeled ""Steel Bends 1973-74""",https://www.harvardartmuseums.org/collections/object/145551
P123,11,Unidentified culture,0,230590,,305305,Homer,https://www.harvardartmuseums.org/collections/object/305305
1977.216.3445.42,5,Greek,0,98609,218-201 BCE,181081,"Triens of Paestum, Lucania",https://www.harvardartmuseums.org/collections/object/181081
BRLF.62.4,1,German,1,167991,1929-1930,44939,"[Model yacht, Deep, Baltic Coast]",https://www.harvardartmuseums.org/collections/object/44939
BRLF.1002.76,9,American,1,181696,1940s-1950s,10716,"[Negative image of Bauhaus building, Dessau, 1930s]",https://www.harvardartmuseums.org/collections/object/10716
CW2001.786.48,3,American,0,189067,1974-1975,71554,Personal journal statement,https://www.harvardartmuseums.org/collections/object/71554
CW2001.1674,1,American,0,190506,9/23/1978,95815,"Artist's documents: photographs of Wilmarth picketing Andre Emmerich Gallery, September 23, 1978",https://www.harvardartmuseums.org/collections/object/95815
2.2002.1804,8,,0,5339,1920,157570,Untitled (cotton picking),https://www.harvardartmuseums.org/collections/object/157570
BRLF.1016.168,2,American,1,185148,1940s-1950s,28351,"[Pen drawing by Lyonel Feininger, 1923]",https://www.harvardartmuseums.org/collections/object/28351
4.2002.7354,1,American,0,26431,1947,135235,Untitled (two men standing on boat; one man in scuba gear),https://www.harvardartmuseums.org/collections/object/135235
4.2002.937,3,American,0,20041,"1945, printed later",155909,"Untitled (bride and groom, St. Louis, Missouri)",https://www.harvardartmuseums.org/collections/object/155909
1998.33,20,French,1,120034,19th-20th century,212477,Artist and Model,https://www.harvardartmuseums.org/collections/object/212477
599.1928,73,Cuban,0,48255,19th century,232217,"""Cuban"" Loving Cup",https://www.harvardartmuseums.org/collections/object/232217
4.2002.14905,1,American,0,33792,c. 1950,127587,Untitled (boy and girl looking at puppet theater),https://www.harvardartmuseums.org/collections/object/127587
2.2004,46,French,0,8540,c. 1650,71762,Standing Woman with Veil Holding a Sheaf of Wheat,https://www.harvardartmuseums.org/collections/object/71762
M25841,86,American,1,229143,2003,93005,Symmetry,https://www.harvardartmuseums.org/collections/object/93005
Straus.5924,2,,0,267484,,345417,"X-radiograph(s) of ""An Astronomer""",https://www.harvardartmuseums.org/collections/object/345417
M22598.A-C,7,Italian,1,224410,1986,250200,Untitled B,https://www.harvardartmuseums.org/collections/object/250200
BRLF.588.4,0,American,1,179797,1940's,33777,[Farm buildings],https://www.harvardartmuseums.org/collections/object/33777
M17853,0,French,0,218416,1857,266955,"The Princess:  ""See, cruel beast, let's end...""",https://www.harvardartmuseums.org/collections/object/266955
G4622,4,British,0,196611,19th century,274690,Florence,https://www.harvardartmuseums.org/collections/object/274690
1976.79.1245,3,Greek,0,94649,284-283 BCE,180944,Tetradrachm of Ptolemy II from Alexandria,https://www.harvardartmuseums.org/collections/object/180944
4.2002.13261,0,American,1,32298,"c. 1940, printed later",129133,"Untitled (portrait of mother and two daughters, one with arm around mother's neck)",https://www.harvardartmuseums.org/collections/object/129133
2008.312.95,16,Italian,0,133206,18th century,237146,The Forum of Nerva; with the Two Half-buried Corinthian Columns,https://www.harvardartmuseums.org/collections/object/237146
1940.165.97,73,Chinese,0,65294,after 1633 - before 1703,205663,Plum Blossoms and Narcissus -- Illustration from the Ten Bamboo Studio Manual of Calligraphy and Painting (Shizhuzhai shuhua pu),https://www.harvardartmuseums.org/collections/object/205663
31.1993.1,69,Dutch,0,45740,1565,237840,Daniel Denies to King Cyrus that Baal is a Living God,https://www.harvardartmuseums.org/collections/object/237840
4.2002.3333,0,American,1,22508,c. 1955,138745,"Untitled (Lockhart football player, #83)",https://www.harvardartmuseums.org/collections/object/138745
1995.560.12,4,German,1,116897,1985,218496,"Untitled, from the portfolio ""Beuys Honey Pump""",https://www.harvardartmuseums.org/collections/object/218496
2.2002.3799,10,American,0,7044,c 1875,155289,Little Washerwoman,https://www.harvardartmuseums.org/collections/object/155289
1902.5,310,Greek,0,49795,c. 323-200 BCE,292553,Votive Relief to a Hellenistic Ruler on Horseback: Demetrios Poliorketes,https://www.harvardartmuseums.org/collections/object/292553
4.2002.1563,1,American,0,20666,c. 1940,140707,Untitled (two women standing for portrait in studio),https://www.harvardartmuseums.org/collections/object/140707
1.1965.2017,5,Greek,0,2484,450 BCE-400 BCE,170177,Drachm of Gortyn,https://www.harvardartmuseums.org/collections/object/170177
M5213,3,German,0,207044,1470,258410,The Virgin is the Mediator Between God and Men,https://www.harvardartmuseums.org/collections/object/258410
1977.24,7,Chinese,0,95444,first half 8th century,202239,Small Cup with Vertical Sides and Flaring Lip and Stylized Floral Decor,https://www.harvardartmuseums.org/collections/object/202239
1967.79.658,3,American,0,88432,1950,6093,Sequence of Position Diagrams,https://www.harvardartmuseums.org/collections/object/6093
1998.187,34,Italian,0,120227,16th-17th century,312081,The Assumption of the Virgin,https://www.harvardartmuseums.org/collections/object/312081
2007.184.2.390.3,4,American,0,129683,1967-68,325865,"Untitled (U.S. soldier and group of Vietnamese children in front of Gadsden town sign, Vietnam)",https://www.harvardartmuseums.org/collections/object/325865
2017.183.13.2,1,American,1,141614,1997,357975,Ears (right panel),https://www.harvardartmuseums.org/collections/object/357975
1929.74.51,4,Japanese,0,55243,"Early Edo period, circa 1680",209265,"Circular Oil Drip Plate (Aburazara) with Decoration of Birds in Flight, Pine Tree, and Hut",https://www.harvardartmuseums.org/collections/object/209265
2012.152,13,Cuban,1,136733,"1962, printed 2001",340159,Che during the sugar harvest,https://www.harvardartmuseums.org/collections/object/340159
R4317,7,French,0,247923,17th century,238202,Building of the Temple,https://www.harvardartmuseums.org/collections/object/238202
1984.593,42,French,0,106227,c. 1646,295053,Christ,https://www.harvardartmuseums.org/collections/object/295053
M9270,11,American,0,211032,"November 13, 1858",256940,The Dance After the Husking,https://www.harvardartmuseums.org/collections/object/256940
1996.158.23,65,American,1,118948,1975,218072,"Untitled, from the portfolio ""Saltoarte""",https://www.harvardartmuseums.org/collections/object/218072
M3302,49,British,0,205155,19th century,257610,Set of Needle-box Prints,https://www.harvardartmuseums.org/collections/object/257610
1951.31.5.237,5,Byzantine,0,77501,XI c.,74375,"Seal of Constantine asekretis, imperial notarios, and episkeptites of Achyrovachoi (XI c.)",https://www.harvardartmuseums.org/collections/object/74375
M425,2,German,0,201429,1821-1834,259643,Saint Maurice,https://www.harvardartmuseums.org/collections/object/259643
M9346,125,American,0,211108,1873,256370,Morning Bell,https://www.harvardartmuseums.org/collections/object/256370
M18451.1,2,French,0,219012,1865,266515,An Invited Guest,https://www.harvardartmuseums.org/collections/object/266515
1977.216.3051,4,Roman,0,98201,,289775,Lamp,https://www.harvardartmuseums.org/collections/object/289775
1977.216.1828.5,1,Minoan,0,96361,,328249,Body Sherd of Cup or Bowl with Kamares Decoration.,https://www.harvardartmuseums.org/collections/object/328249
1951.31.4.2430,8,Arab,0,75784,295 H.,181781,"Dirham of al-Muktafi, Al-Qasr al-Fakhir",https://www.harvardartmuseums.org/collections/object/181781
4.2002.12387,3,American,1,31450,c. 1940,129708,"Untitled (Eugenie Stoll, girl in formal white dress, and Mrs. C. Bennette Moore standing in living room)",https://www.harvardartmuseums.org/collections/object/129708
R7974,17,Italian,0,251209,18th century,248563,Madonna and Child Adored by Two Angels,https://www.harvardartmuseums.org/collections/object/248563
2.2002.1758,52,American,0,5299,1863,157526,General Tom Thumb and Party (stereograph),https://www.harvardartmuseums.org/collections/object/157526
G1451,5,Italian,0,193709,19th century,274728,The Oath of Leo III,https://www.harvardartmuseums.org/collections/object/274728
4.2002.2646,2,American,0,21795,1949,139447,Untitled (group of men with Frigidaire refrigerators),https://www.harvardartmuseums.org/collections/object/139447
2019.8.86,0,German,0,143246,1974,369895,"Untitled (bleed-through of previous page, left page); Untitled (notes atop bleed-through of red circle, right page)",https://www.harvardartmuseums.org/collections/object/369895
P1970.2576,0,American,0,233163,October 1935,302604,"Untitled (Hammond, Louisiana)",https://www.harvardartmuseums.org/collections/object/302604
1984.185,0,Chinese,0,104980,3rd millennium BCE,201766,Sherd: Third of Six Fragments of a Pedestalled Bowl (Incomplete),https://www.harvardartmuseums.org/collections/object/201766
BR63.2494,1,German,1,156990,8/11/1925,163323,Untitled [Landscape],https://www.harvardartmuseums.org/collections/object/163323
1943.53.102,27,Chinese,0,68488,7th-early 8th century,204126,Tomb Figurine in the Form of a Standing Humped Bull,https://www.harvardartmuseums.org/collections/object/204126
1943.52.109.A-B,1590,Chinese,0,419,12th century BCE,203988,'Fangyi' Covered Ritual Wine Vessel with 'Taotie' Decor,https://www.harvardartmuseums.org/collections/object/203988
3.2002.1131.2,1,American,0,11429,c. 1900,19962,"Charity, Public: United States. New York. Schenectady. Schenectady County Almshouse: Almshouses of Schenectady County, N.Y.: Rear View (Showing stable and outbuilding)",https://www.harvardartmuseums.org/collections/object/19962
2002.66.2,15,German,0,123223,1885,147090,Die Stadt Nürnberg,https://www.harvardartmuseums.org/collections/object/147090
M23432,2,American,1,225336,1992,253767,Untitled,https://www.harvardartmuseums.org/collections/object/253767
